32352104,entity/text/news/tweet/38585,0,1,0,0
11382239,entity/text/news/tweet/38585,0,0,1,0
14353703,entity/text/news/tweet/38585,0,0,1,0
3587109,entity/text/news/tweet/38585,0,1,0,0
2143114,entity/text/news/tweet/38585,1,0,0,0
29155723,entity/text/news/tweet/38585,0,0,1,0
31184650,entity/text/news/tweet/38585,0,1,0,0
29849805,entity/text/news/tweet/38585,1,0,0,0
14086483,entity/text/news/tweet/38585,0,1,0,0
29216801,entity/text/news/tweet/38585,0,1,0,0
31906954,entity/text/news/tweet/38585,0,1,0,0
28524232,entity/text/news/tweet/38585,0,1,0,0
22166359,entity/text/news/tweet/38585,0,0,1,0
33565158,entity/text/news/tweet/38585,0,0,1,0
33271440,entity/text/news/tweet/38585,0,0,0,1
31256687,entity/text/news/tweet/38585,0,1,0,0
19913374,entity/text/news/tweet/38585,0,1,0,0
18990100,entity/text/news/tweet/38585,0,0,1,0
20113482,entity/text/news/tweet/38585,0,0,0,1
23503585,entity/text/news/tweet/38585,0,1,0,0
32292681,entity/text/news/tweet/38585,0,1,0,0
28103910,entity/text/news/tweet/38585,0,1,0,0
24449707,entity/text/news/tweet/38585,0,0,1,0
20043586,entity/text/news/tweet/38585,0,0,1,0
6488338,entity/text/news/tweet/38585,0,0,1,0
20929875,entity/text/news/tweet/38585,0,0,1,0
28351359,entity/text/news/tweet/38585,0,0,1,0
13581319,entity/text/news/tweet/38585,0,0,1,0
8260660,entity/text/news/tweet/38585,0,0,1,0
33386576,entity/text/news/tweet/38585,1,0,0,0
31256687,entity/text/news/tweet/38670,0,1,0,0
19913374,entity/text/news/tweet/38670,0,1,0,0
18990100,entity/text/news/tweet/38670,0,0,1,0
20113482,entity/text/news/tweet/38670,0,0,1,0
23503585,entity/text/news/tweet/38670,0,1,0,0
32292681,entity/text/news/tweet/38670,0,1,0,0
28103910,entity/text/news/tweet/38670,0,1,0,0
24449707,entity/text/news/tweet/38670,0,0,1,0
20043586,entity/text/news/tweet/38670,0,0,1,0
6488338,entity/text/news/tweet/38670,1,0,0,0
20929875,entity/text/news/tweet/38670,0,0,1,0
28351359,entity/text/news/tweet/38670,0,0,1,0
13581319,entity/text/news/tweet/38670,0,0,1,0
8260660,entity/text/news/tweet/38670,1,0,0,0
30326470,entity/text/news/tweet/38670,0,1,0,0
32352104,entity/text/news/tweet/38670,0,1,0,0
11382239,entity/text/news/tweet/38670,0,0,1,0
14353703,entity/text/news/tweet/38670,1,0,0,0
3587109,entity/text/news/tweet/38670,0,1,0,0
2143114,entity/text/news/tweet/38670,1,0,0,0
29155723,entity/text/news/tweet/38670,0,0,1,0
31184650,entity/text/news/tweet/38670,0,1,0,0
29849805,entity/text/news/tweet/38670,1,0,0,0
29216801,entity/text/news/tweet/38670,0,1,0,0
14086483,entity/text/news/tweet/38670,0,1,0,0
31906954,entity/text/news/tweet/38670,0,1,0,0
28524232,entity/text/news/tweet/38670,0,0,1,0
22166359,entity/text/news/tweet/38670,0,0,1,0
33565158,entity/text/news/tweet/38670,0,0,1,0
33271440,entity/text/news/tweet/38670,0,0,0,1
33386576,entity/text/news/tweet/38794,0,0,1,0
30326470,entity/text/news/tweet/38794,0,1,0,0
32352104,entity/text/news/tweet/38794,0,1,0,0
11382239,entity/text/news/tweet/38794,1,0,0,0
14353703,entity/text/news/tweet/38794,1,0,0,0
3587109,entity/text/news/tweet/38794,0,1,0,0
29155723,entity/text/news/tweet/38794,0,1,0,0
2143114,entity/text/news/tweet/38794,1,0,0,0
31184650,entity/text/news/tweet/38794,0,1,0,0
29849805,entity/text/news/tweet/38794,0,0,1,0
14086483,entity/text/news/tweet/38794,0,1,0,0
28524232,entity/text/news/tweet/38794,0,1,0,0
29216801,entity/text/news/tweet/38794,0,1,0,0
31906954,entity/text/news/tweet/38794,0,1,0,0
33565158,entity/text/news/tweet/38794,0,1,0,0
31256687,entity/text/news/tweet/38794,0,1,0,0
19913374,entity/text/news/tweet/38794,0,1,0,0
18990100,entity/text/news/tweet/38794,1,0,0,0
20113482,entity/text/news/tweet/38794,0,0,1,0
23503585,entity/text/news/tweet/38794,0,1,0,0
